problem,answer,subject,task_group_id,category
"A thin-walled insulated container of mass `\(M\)` (ignoring the thickness of the container) floats in space (considered as a vacuum), initially at rest, filled with `\(N_0\)` molecules of nitrogen gas (`\( N_2 \)`), at an equilibrium temperature of `\(T_0\)`, and with a mass per molecule of nitrogen of `\(m\)`. In this case, we assume that `\(M\gg N_0m\)`. A small hole appears in the container, which is so small that it is much smaller than the mean free length of the gas (that is, `\( \sqrt{A} << \lambda \)` where `\( A \)` is the area of the hole and `\( \lambda \)` is the mean free path length). The mean free path length refers to the average distance a gas molecule travels before colliding with another during the random motion. The rate of escape of the gas is so slow that we can treat the gas in the container as an equilibrium state of uniform temperature at every instant. The Boltzmann constant is `\(k_B\)` and all temperatures are absolute.

When the gas in the container is at equilibrium temperature `\(T\)`, what is the average amount of energy (`\( E_{avg} \)`) carried by each molecule of nitrogen that escapes from the small breach? Express your answer in terms of the fundamental constants stated above.

Think step by step and solve the problem below. At the end of your response, write your final answer on a new line starting with “FINAL ANSWER”. It should be an answer to the question such as providing a number, mathematical expression, formula, or entity name, without any extra commentary or providing multiple answer attempts.",`\( E_{avg} = 3k_BT \)`,physics,1e2f4cbe-4a38-4dd3-9378-14df40f7599f,olympiad
"**Domain Wall 2**

Consider a one-dimensional model where the magnetization as a function of the `\(x\)`-coordinate is denoted by `\(M(x)\)`. The energy of the system is

`\(E=\int_{-\infty}^{\infty}dx{\left[\frac\rho2{\left(\frac{dM}{dx}\right)}^2+\frac\kappa4{\left(M^2-M_0^2\right)}^2\right]}\)`

Here, `\(\rho>0\)`, `\(\kappa>0\)`, and `\(M_0\)` are constants related to the kinetic term and the shapes of the potential respectively.

Suppose that the boundary condition is

`\(M(\infty)=-M(-\infty)=M_0\)`

which means the magnetization should gradually change from `\(-M_0\)` to `\(M_0\)` somewhere in space.
At the temperature `\(T=0K\)`,  Determine the expectation value of the energy `\(\langle E\rangle\)` in terms of the parameters of the model.

Think step by step and solve the problem below. At the end of your response, write your final answer on a new line starting with “FINAL ANSWER”. It should be an answer to the question such as providing a number, mathematical expression, formula, or entity name, without any extra commentary or providing multiple answer attempts.",`\(\langle E\rangle=\sqrt{\frac{8\rho\kappa M_0^6}{9}}\)`,physics,69bd11e8-5f96-45dc-8123-b9d800101430,olympiad
"Suppose the Moon is 3 degrees above the horizon and we observe it over the ocean that has small ripples on its surface. We are located such that we can see the reflection of the moon in the ocean. Assume we are very far away from the ocean. Derive a value for the quantity `\( r \)` defined as a ratio of the perceived maximum vertical displacement over the perceived maximum horizontal displacement of the shape of the Moon's reflection in the ocean, by using ray geometry. Round your answer to the nearest whole number.

Think step by step and solve the problem below. At the end of your response, write your final answer on a new line starting with “FINAL ANSWER”. It should be an answer to the question such as providing a number, mathematical expression, formula, or entity name, without any extra commentary or providing multiple answer attempts.",\\(r = 19\\),physics,422512ca-5a0c-4a23-b987-7fa2eb2024e6,olympiad
"We observe the sun about to set across a lake with ripples. The reflection of the sun in the lake appears to create an ellipse shape. The major axis of the ellipse is oriented vertically and the minor axis of the ellipse is oriented horizontally. The ratio of the major axis to the minor axis is `\( 5.56 \)`. Assuming we are sufficiently far from the lake, find the angle of elevation of the sun, in degrees, rounded to the nearest whole number.

Think step by step and solve the problem below. At the end of your response, write your final answer on a new line starting with “FINAL ANSWER”. It should be an answer to the question such as providing a number, mathematical expression, formula, or entity name, without any extra commentary or providing multiple answer attempts.",\( \theta = 10 \),physics,953ba4b1-94ae-42ac-9621-408386bc382b,olympiad
"Consider two atoms separated by a distance `\( R \)`. Since they are electrically neutral, there is no force between them in the absence of perturbations. However, if one of the atoms is slightly polarized, a very weak attractive force emerges between the two atoms. Here, we assume that both atoms consist of a positively charged nucleus `\( (+e) \)` fixed in place (the distance `\( R \)` is the inter-nuclear distance)  and an electron `\( (-e) \)` with mass `\( m \)`, connected to the nucleus by springs with spring constant `\( k \)`.  We further assume that the electrons are constrained to move along the line connecting the two nuclei, with displacements `\( x_1 \)` and `\( x_2 \)`, respectively. Thus, the elastic potential energy of the two springs can be written as `\( \frac{1}{2} kx_1^2 \)` and `\( \frac{1}{2} kx_2^2 \)`, respectively.

Under the condition that both `\( \left|x_{1}\right| \)` and `\( \left|x_{2}\right| \)` are much smaller than `\( R \)`, find the Coulomb electrostatic potential energy `\( U \)`of this system in terms of \(e, x_1, x_2, \epsilon_0, R\), where \(\epsilon_0 \) is the electric vacuum permittivity.

Think step by step and solve the problem below. At the end of your response, write your final answer on a new line starting with “FINAL ANSWER”. It should be an answer to the question such as providing a number, mathematical expression, formula, or entity name, without any extra commentary or providing multiple answer attempts.",`\( U=-\frac{e^2x_1x_2}{2\pi\varepsilon_0 R^3} \) `,physics,d1cec1fb-13bb-475a-b2f1-956db5ef3b77,olympiad
"Suppose there is a magnetic monopole `\(q_{m}\)` fixed at the origin and an electric charge \\( q_e \\) with mass \\( m \\) moving with velocity \\( \\vec{v} \\)`. `Consider that the total conserved angular momentum \\( \\vec{L}=L\\hat{z} \\) is parallel to the \\( z \\) axis. Find the polar angle \\( \\theta \\) of the electric charge's position for any time \\( t \\) as a function of \\( L \\), the vacuum magnetic permeability \\( \\mu_0 \\), and the charges \\( q_m \\) and \\( q_e \\).

Think step by step and solve the problem below. At the end of your response, write your final answer on a new line starting with “FINAL ANSWER”. It should be an answer to the question such as providing a number, mathematical expression, formula, or entity name, without any extra commentary or providing multiple answer attempts.",\\( \\theta = \\arccos \\left( -\\frac{\\mu_0 q_e q_m}{4\\pi L} \\right) \\),physics,11c1fcc0-bcad-4507-951b-550e19f1e2aa,olympiad
"Consider an infinite two-dimensional plane of nodes arranged in a uniform triangular lattice. Each node is connected to each of its 6 nearest neighbors by a resistor with resistance `\(R\)`. Find an equation for `\(R_{eq}\),` the equivalent resistance between two neighbouring grid points in terms of `\(R\)`.

Think step by step and solve the problem below. At the end of your response, write your final answer on a new line starting with “FINAL ANSWER”. It should be an answer to the question such as providing a number, mathematical expression, formula, or entity name, without any extra commentary or providing multiple answer attempts.",`\(R_{eq}=\frac{R}{3}\)`,physics,239c543b-7543-445a-b492-89c994b9ba7c,olympiad
"Arrange many popsicle sticks in a specific interwoven pattern. This creates an unstable state where, if one end is released freely, the sticks will be bounced up in sequence. The pattern is as follows:

**Interwoven Pattern:**

- The sticks are arranged in an overlapping, crisscross pattern.
- Each stick is placed over and under adjacent sticks, creating a lattice-like structure.
- The arrangement ensures that each stick is supported by the ones beneath it and supports the ones above it.

The process can be broken down into three key stages:

- **Initial Release:** One end of the structure is just released, causing the sticks to start moving.
- **Steady State:** After a period of time, the system reaches a stable state where the maximum height of the bouncing sticks is a constant value `\( H \)`.
- **Final Stage:** The sticks are about to finish bouncing and come to rest.

In this analysis, only the steady state of the system is taken into account. All calculations are performed for the lowest order estimation, and all numerical constants are considered unimportant.

Some properties of a popsicle stick are given: the length of the stick is `\(L\)` , the width is `\(w\)`, the thickness is `\(e\)` , the density is `\(\rho\)`, and the Young's coefficient is `\(E\)`.

Calculate the approximate maximum height `\(H\)` reached by the popsicle stick after reaching a steady state in terms of `\(E\)`, `\(\rho\)`, `\(e\)`, `\(L\), and the gravitational acceleration \(g\)`. Disregard numerical proportionality factors, it means you only have to find how \\(H\\) depends on the mentioned parameters.

Think step by step and solve the problem below. At the end of your response, write your final answer on a new line starting with “FINAL ANSWER”. It should be an answer to the question such as providing a number, mathematical expression, formula, or entity name, without any extra commentary or providing multiple answer attempts.",`\(H\approx\frac{1}{g}\frac{E}{\rho}\biggl(\frac{e}{L}\biggr)^{4}\)`,physics,5c97845c-c039-48d8-abcf-703afc476b98,olympiad
"Consider a uniform three-dimensional object of elliptical cross section with mass `\(m\)`, the semi-major axis and semi-minor axis of the cross-section, `\(A\)` and `\(B\)`, respectively. It is placed on a horizontal ground, with stable equilibrium established. A perturbation is applied to the object to make a small pure rolling oscillation on the ground (without slipping). Find the period of this oscillation given by `\(\omega\)`, with the acceleration due to gravity as `\(g\)`. Assume there are no energy losses, and the only energy input comes from the perturbation.

Think step by step and solve the problem below. At the end of your response, write your final answer on a new line starting with “FINAL ANSWER”. It should be an answer to the question such as providing a number, mathematical expression, formula, or entity name, without any extra commentary or providing multiple answer attempts.",`\( \omega = \pi\sqrt{\frac{\left(A^{2}+5B^{2}\right)B}{g\left(A^{2}-B^{2}\right)}}\)`,physics,f3ba1aae-2fc3-4d9b-a5a3-42bb91de4d7d,olympiad
"When discussing the orbits of three stars of equal mass under the influence of each other's gravity alone, intuition might suggest a co-circular orbit. Recent research has found that the motion of three stars of equal mass \\(m = 10^{30} \\text{ kg} \\) under the influence of each other's gravity can also present an eight-shaped orbit. It is assumed that the position and shape of the orbits do not change over time.

\\(O\\) and \\(P\\) are points on the eight-shaped orbit. Let \\(O\\) be at the centre of the eight-shaped orbit (where the curve intersects itself). Let \\(P\\) be at one of the points on the orbit furthest from \\(O\\).
We enumerate the stars with \\(1\\), \\(2\\) and \\(3\\) in the order they pass a given point. At a given moment when star \\(1\\) passes point \\(O\\), let \\(O_2\\) and \\(O_3\\) denote the positions of stars \\(2\\) and \\(3\\) respectively at this moment. Likewise, at a given moment when star \\(1\\) passes through point \\(P\\), let \\(P_2\\) and \\(P_3\\) denote the positions of stars \\(2\\) and \\(3\\). \
The radius of curvature of the orbit at \\(P\\) is \\(41.7 L\\), where \\(L\\) is an arbitrary unit of length. Furthermore, the distances \\(OO_2 = 145.2 L\\), and \\(PP_2 = 242 L\\) are known, as well as the angle \\(\\angle OPP_2 = 11.6^\\circ\\).

Suppose the speed of a star passing the point \\(O\\) is \\(v_O = 100 \\text{ km s}^{-1} \\). Find a numerical value for the total energy \\(E\\) of the three-body system in Joules (using symbol \\(\\text{J}\\)) rounded correctly to 2 significant figures. You may assume that the arbitrary constants present within the gravitational potential are chosen so that the gravitational potential of the system tends to zero as the separation between the stars tends to infinity.

Think step by step and solve the problem below. At the end of your response, write your final answer on a new line starting with “FINAL ANSWER”. It should be an answer to the question such as providing a number, mathematical expression, formula, or entity name, without any extra commentary or providing multiple answer attempts.",\\(E = -8.6\\times 10^{39} \\text{ J}\\),physics,f88cc0c0-2ca6-4cb0-bd1e-a37ddcf11294,olympiad
